SNO,text,category,priority
1005,"I am unable to access CRM Portal on my laptop, it shows error 0x80070005.",Other,high
1006,"I am unable to access Active Directory on my tablet, it shows error ERR-9999.",Network,low
1007,Teams fails to load on my server showing AUTH-007.,Other,medium
1008,Active Directory keeps crashing on my server. Code 0xC004F012.,Hardware,high
1009,Salesforce fails to load on my desktop showing 0xC004F012.,Account,high
1010,There is a problem with Email on the server. Error: TIMEOUT-22.,Software,critical
1011,Salesforce keeps crashing on my printer. Code ERR42.,Other,high
1012,My laptop stopped working when I tried to use VPN. Error displayed: 0x80070005.,Hardware,high
1013,I can't log into Teams from my tablet. It returns TIMEOUT-22.,Other,critical
1014,My desktop stopped working when I tried to use Outlook. Error displayed: 0xC004F012.,Hardware,high
1015,Teams fails to load on my laptop showing NET-503.,Account,critical
1016,My desktop stopped working when I tried to use Teams. Error displayed: 0x80070005.,Hardware,high
1017,My printer stopped working when I tried to use Email. Error displayed: NET-503.,Hardware,critical
1018,"I am unable to access Email on my mobile, it shows error 0xC004F012.",Hardware,high
1019,There is a problem with CRM Portal on the printer. Error: AUTH-007.,Hardware,medium
1020,Outlook keeps crashing on my laptop. Code NET-503.,Other,critical
1021,My laptop stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012.,Other,high
1022,Zoom keeps crashing on my laptop. Code FAIL-101.,Software,high
1023,My printer stopped working when I tried to use Outlook. Error displayed: ERR-9999.,Account,medium
1024,My printer stopped working when I tried to use WiFi. Error displayed: FAIL-101.,Software,high
1025,My server stopped working when I tried to use Salesforce. Error displayed: AUTH-007.,Network,medium
1026,Outlook keeps crashing on my router. Code ERR42.,Account,medium
1027,Zoom fails to load on my server showing TIMEOUT-22.,Network,critical
1028,"I am unable to access CRM Portal on my printer, it shows error FAIL-101.",Other,high
1029,There is a problem with Outlook on the tablet. Error: ERR-9999.,Account,critical
1030,There is a problem with Salesforce on the desktop. Error: FAIL-101.,Account,high
1031,My router stopped working when I tried to use Outlook. Error displayed: AUTH-007.,Account,medium
1032,There is a problem with WiFi on the printer. Error: TIMEOUT-22.,Hardware,critical
1033,I can't log into Zoom from my laptop. It returns 0xC004F012.,Other,high
1034,I can't log into Email from my router. It returns AUTH-007.,Software,medium
1035,WiFi keeps crashing on my server. Code TIMEOUT-22.,Account,critical
1036,Email fails to load on my router showing AUTH-007.,Account,medium
1037,Outlook keeps crashing on my printer. Code 0x80070005.,Other,high
1038,I can't log into WiFi from my desktop. It returns AUTH-007.,Other,medium
1039,"I am unable to access Active Directory on my printer, it shows error FAIL-101.",Account,high
1040,Email keeps crashing on my printer. Code NET-503.,Other,critical
1041,There is a problem with Email on the desktop. Error: 0xC004F012.,Other,high
1042,I can't log into Salesforce from my mobile. It returns ERR-9999.,Hardware,high
1043,My tablet stopped working when I tried to use Active Directory. Error displayed: ERR42.,Network,critical
1044,"I am unable to access Outlook on my server, it shows error AUTH-007.",Other,medium
1045,My printer stopped working when I tried to use Teams. Error displayed: FAIL-101.,Account,high
1046,I can't log into WiFi from my laptop. It returns AUTH-007.,Account,medium
1047,"I am unable to access Active Directory on my laptop, it shows error NET-503.",Hardware,critical
1048,WiFi fails to load on my mobile showing 0xC004F012.,Network,high
1049,"I am unable to access Teams on my desktop, it shows error FAIL-101.",Account,high
1050,"I am unable to access Email on my printer, it shows error FAIL-101.",Network,high
1051,My printer stopped working when I tried to use VPN. Error displayed: 0x80070005.,Hardware,high
1052,My desktop stopped working when I tried to use Active Directory. Error displayed: 0x80070005.,Hardware,high
1053,There is a problem with CRM Portal on the server. Error: 0xC004F012.,Other,high
1054,My desktop stopped working when I tried to use VPN. Error displayed: ERR-9999.,Account,critical
1055,"I am unable to access Teams on my tablet, it shows error 0xC004F012.",Network,high
1056,Active Directory fails to load on my laptop showing ERR-9999.,Network,high
1057,My printer stopped working when I tried to use Zoom. Error displayed: AUTH-007.,Other,medium
1058,VPN keeps crashing on my printer. Code ERR42.,Account,high
1059,I can't log into Outlook from my printer. It returns ERR42.,Software,high
1060,"I am unable to access Outlook on my mobile, it shows error ERR-9999.",Network,critical
1061,"I am unable to access Zoom on my router, it shows error AUTH-007.",Network,medium
1062,I can't log into Database from my laptop. It returns ERR-9999.,Other,critical
1063,My tablet stopped working when I tried to use Teams. Error displayed: 0xC004F012.,Account,high
1064,Salesforce fails to load on my mobile showing FAIL-101.,Account,high
1065,Teams keeps crashing on my server. Code AUTH-007.,Account,medium
1066,There is a problem with Email on the mobile. Error: 0xC004F012.,Hardware,high
1067,I can't log into Outlook from my laptop. It returns ERR-9999.,Other,high
1068,There is a problem with Zoom on the mobile. Error: NET-503.,Other,critical
1069,"I am unable to access WiFi on my mobile, it shows error FAIL-101.",Other,high
1070,VPN fails to load on my printer showing FAIL-101.,Hardware,high
1071,There is a problem with Salesforce on the printer. Error: AUTH-007.,Account,medium
1072,There is a problem with Teams on the tablet. Error: NET-503.,Software,critical
1073,Email keeps crashing on my tablet. Code 0xC004F012.,Account,high
1074,My tablet stopped working when I tried to use VPN. Error displayed: TIMEOUT-22.,Other,critical
1075,Database fails to load on my desktop showing AUTH-007.,Other,medium
1076,VPN keeps crashing on my printer. Code ERR42.,Network,medium
1077,There is a problem with Outlook on the mobile. Error: NET-503.,Other,critical
1078,There is a problem with Zoom on the router. Error: FAIL-101.,Network,high
1079,I can't log into Salesforce from my router. It returns 0xC004F012.,Other,high
1080,"I am unable to access Database on my desktop, it shows error NET-503.",Hardware,critical
1081,There is a problem with Active Directory on the laptop. Error: FAIL-101.,Account,high
1082,Outlook keeps crashing on my router. Code AUTH-007.,Hardware,medium
1083,My tablet stopped working when I tried to use Teams. Error displayed: ERR42.,Network,low
1084,"I am unable to access Zoom on my server, it shows error TIMEOUT-22.",Software,critical
1085,I can't log into WiFi from my router. It returns 0x80070005.,Software,high
1086,"I am unable to access Email on my desktop, it shows error TIMEOUT-22.",Account,critical
1087,There is a problem with CRM Portal on the tablet. Error: ERR-9999.,Account,critical
1088,I can't log into VPN from my server. It returns FAIL-101.,Account,high
1089,Salesforce fails to load on my desktop showing 0x80070005.,Hardware,high
1090,CRM Portal fails to load on my desktop showing NET-503.,Other,critical
1091,There is a problem with Salesforce on the router. Error: 0x80070005.,Software,high
1092,I can't log into Active Directory from my desktop. It returns NET-503.,Account,critical
1093,"I am unable to access Email on my laptop, it shows error TIMEOUT-22.",Account,critical
1094,Zoom keeps crashing on my server. Code TIMEOUT-22.,Account,critical
1095,I can't log into Salesforce from my router. It returns TIMEOUT-22.,Software,critical
1096,WiFi fails to load on my router showing TIMEOUT-22.,Software,critical
1097,"I am unable to access Zoom on my desktop, it shows error ERR-9999.",Hardware,low
1098,My tablet stopped working when I tried to use Database. Error displayed: 0x80070005.,Other,high
1099,My laptop stopped working when I tried to use Email. Error displayed: 0x80070005.,Hardware,high
1100,CRM Portal keeps crashing on my printer. Code ERR42.,Hardware,critical
1101,"I am unable to access WiFi on my mobile, it shows error ERR-9999.",Other,medium
1102,I can't log into Salesforce from my desktop. It returns 0x80070005.,Other,high
1103,My mobile stopped working when I tried to use CRM Portal. Error displayed: ERR42.,Other,critical
1104,"I am unable to access Salesforce on my server, it shows error ERR-9999.",Network,low
1105,There is a problem with Active Directory on the printer. Error: ERR-9999.,Network,high
1106,Outlook fails to load on my printer showing FAIL-101.,Other,high
1107,I can't log into Email from my router. It returns AUTH-007.,Network,medium
1108,There is a problem with Teams on the printer. Error: NET-503.,Account,critical
1109,CRM Portal keeps crashing on my router. Code 0xC004F012.,Network,high
1110,Zoom fails to load on my desktop showing FAIL-101.,Account,high
1111,My desktop stopped working when I tried to use Active Directory. Error displayed: ERR42.,Network,medium
1112,I can't log into Database from my router. It returns FAIL-101.,Other,high
1113,I can't log into Database from my router. It returns 0xC004F012.,Software,high
1114,My router stopped working when I tried to use Teams. Error displayed: AUTH-007.,Hardware,medium
1115,I can't log into Zoom from my server. It returns 0x80070005.,Account,high
1116,Teams keeps crashing on my desktop. Code ERR42.,Other,critical
1117,Teams keeps crashing on my laptop. Code ERR-9999.,Account,medium
1118,Teams keeps crashing on my tablet. Code ERR-9999.,Hardware,low
1119,VPN fails to load on my desktop showing NET-503.,Software,critical
1120,My laptop stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012.,Network,high
1121,My desktop stopped working when I tried to use VPN. Error displayed: 0x80070005.,Account,high
1122,There is a problem with Email on the server. Error: NET-503.,Network,critical
1123,"I am unable to access Salesforce on my mobile, it shows error AUTH-007.",Account,medium
1124,My router stopped working when I tried to use Teams. Error displayed: TIMEOUT-22.,Account,critical
1125,Teams keeps crashing on my router. Code 0xC004F012.,Hardware,high
1126,My laptop stopped working when I tried to use Outlook. Error displayed: 0xC004F012.,Other,high
1127,"I am unable to access WiFi on my printer, it shows error AUTH-007.",Other,medium
1128,Outlook keeps crashing on my mobile. Code TIMEOUT-22.,Account,critical
1129,I can't log into Salesforce from my printer. It returns TIMEOUT-22.,Software,critical
1130,I can't log into Email from my printer. It returns 0x80070005.,Account,high
1131,There is a problem with Outlook on the desktop. Error: 0x80070005.,Account,high
1132,Outlook fails to load on my router showing 0xC004F012.,Account,high
1133,WiFi keeps crashing on my server. Code NET-503.,Account,critical
